Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.65125431,0.200766960042529,3.8481370414,13.87,4.674,9.487093,78.548697
736259.65127746,0.200790110044181,3.8494273736,13.93,4.677,9.487105,78.54869
736259.6513006,0.200813250034116,3.8860713572,13.8,4.681,9.487123,78.54868
736259.65132375,0.200836400035769,3.8557266552,13.8,4.686,9.487143,78.54867
736259.6513469,0.200859550037421,3.8254473098,13.73,4.698,9.487167,78.548663
736259.65137004,0.200882690027356,3.7812976877,13.83,4.702,9.48719,78.548653
736259.65139319,0.200905840029009,3.707500871,13.83,4.692,9.487203,78.548643
736259.65141633,0.200928980018944,3.6762220094,13.8,4.683,9.487227,78.548633
736259.65143948,0.200952130020596,3.6542629071,13.6,4.682,9.48725,78.548623
736259.65146262,0.200975270010531,3.6537345431,13.75,4.681,9.487273,78.548617
736259.65148577,0.200998420012183,3.6420126168,13.55,4.681,9.487297,78.548607
736259.65150892,0.201021570013836,3.6351503932,13.9,4.695,9.48731,78.548597
736259.65153206,0.201044710003771,3.6099675807,13.8,4.71,9.48733,78.548587
736259.65155521,0.201067860005423,3.6117183738,13.77,4.712,9.48736,78.548577
736259.65157835,0.201090999995358,3.6223097599,13.77,4.717,9.487385,78.54857
736259.6516015,0.201114149997011,3.5843201792,13.73,4.71,9.487403,78.54856
736259.65162465,0.201137299998663,3.5517633778,13.7,4.696,9.48742,78.548547
736259.65164779,0.201160439988598,3.5688419353,13.47,4.652,9.487435,78.548535
736259.65167094,0.201183589990251,3.5469091123,13.8,4.598,9.487455,78.548525
736259.65169408,0.201206729980186,3.4712766006,13.63,4.579,9.487477,78.548513
736259.65171723,0.201229879981838,3.4272962681,13.6,4.583,9.487485,78.548505
736259.65174037,0.201253019971773,3.451115803,13.73,4.593,9.487498,78.548495
736259.65176352,0.201276169973426,3.4160767314,13.73,4.598,9.48752,78.54848
736259.65178667,0.201299319975078,3.385339758,13.53,4.601,9.487543,78.54847
736259.65180981,0.201322459965013,3.3702685434,13.53,4.603,9.487563,78.548463
736259.65183296,0.201345609966666,3.3937449824,13.7,4.618,9.487573,78.548453
736259.6518561,0.2013687499566,3.4183738912,13.57,4.669,9.48759,78.54844
736259.65187925,0.201391899958253,3.4255783716,13.6,4.702,9.48761,78.548427
736259.6519024,0.201415049959905,3.4842934055,13.6,4.685,9.487633,78.548417
736259.65192554,0.20143818994984,3.5752773898,13.47,4.682,9.487657,78.548407
736259.65194869,0.201461339951493,3.6519490718,13.6,4.701,9.487663,78.548397
736259.65197183,0.201484480057843,3.6234289452,13.67,4.711,9.487683,78.548387
736259.65199498,0.201507630059496,3.6068022318,13.63,4.711,9.487707,78.548377
736259.65201812,0.20153077004943,3.6063400119,13.63,4.711,9.487717,78.548367
736259.65204127,0.201553920051083,3.6210681069,13.53,4.713,9.487723,78.548357
736259.65206442,0.201577070052736,3.6828794489,13.43,4.713,9.48774,78.548347
736259.65208756,0.20160021004267,3.6626900692,13.53,4.709,9.48775,78.548337
736259.65211071,0.201623360044323,3.6470921518,13.43,4.706,9.487757,78.54833
736259.65213385,0.201646500034258,3.5707900125,13.43,4.717,9.48777,78.54832
736259.652157,0.20166965003591,3.5389870154,13.33,4.726,9.48779,78.548307
736259.65218015,0.201692800037563,3.5576860028,13.47,4.722,9.4878,78.5483
736259.65220329,0.201715940027498,3.5415422292,13.4,4.719,9.487813,78.548293
736259.65222644,0.20173909002915,3.5358067566,13.43,4.713,9.48784,78.548283
736259.65224958,0.201762230019085,3.5784722981,13.35,4.704,9.487853,78.548273
736259.65227273,0.201785380020738,3.5673689478,13.63,4.707,9.48787,78.54826
736259.65229587,0.201808520010673,3.5146138468,13.53,4.712,9.48788,78.54825
736259.65231902,0.201831670012325,3.5413010787,13.6,4.724,9.48789,78.548243
736259.65234217,0.201854820013978,3.5453439311,13.43,4.735,9.487907,78.548233
736259.65236531,0.201877960003912,3.6403780961,13.33,4.74,9.487917,78.548227
736259.65238846,0.201901110005565,3.6687872344,13.43,4.741,9.487925,78.54822
736259.6524116,0.2019242499955,3.6567166055,13.3,4.739,9.487938,78.54821
736259.65243475,0.201947399997152,3.6706918998,13.07,4.737,9.487953,78.548197
736259.6524579,0.201970549998805,3.6622569007,13.03,4.735,9.487963,78.548187
736259.65248104,0.20199368998874,3.6386784816,13.37,4.734,9.48798,78.54818
736259.65250419,0.202016839990392,3.6673510658,13.33,4.736,9.488,78.54817
736259.65252733,0.202039979980327,3.6171955362,13.33,4.742,9.48801,78.548157
736259.65255048,0.20206312998198,3.6203912708,13.33,4.746,9.48802,78.54815
736259.65257362,0.202086269971915,3.6014197704,13.37,4.748,9.488037,78.548143
736259.65259677,0.202109419973567,3.5317843722,13.3,4.75,9.48805,78.548133
736259.65261992,0.20213256997522,3.5052414453,13.1,4.757,9.488063,78.548123
736259.65264306,0.202155709965155,3.5198899304,13.13,4.766,9.48808,78.548113
736259.65266621,0.202178859966807,3.5345384155,13.13,4.768,9.488093,78.548107
736259.65268935,0.202201999956742,3.5706915939,13.33,4.77,9.48811,78.548097
736259.6527125,0.202225149958394,3.5610600661,13.2,4.77,9.488123,78.548087
736259.65273565,0.202248299960047,3.536756853,13.2,4.764,9.48813,78.548073
736259.65275879,0.202271439949982,3.5510551408,13.2,4.759,9.48814,78.548063
736259.65278194,0.202294589951634,3.5406461474,13.2,4.755,9.488163,78.548057
736259.65280508,0.202317730057985,3.5522053928,13.1,4.752,9.488187,78.54805
736259.65282823,0.202340880059637,3.540633182,13.23,4.748,9.488195,78.548045
736259.65285137,0.202364020049572,3.534219453,13.2,4.745,9.488213,78.54803
736259.65287452,0.202387170051225,3.4991870649,13.27,4.746,9.488227,78.54802
736259.65289767,0.202410320052877,3.4659969511,13.33,4.752,9.48824,78.548013
736259.65292081,0.202433460042812,3.4787930225,13.33,4.76,9.48826,78.548003
736259.65294396,0.202456610044464,3.4587169342,13.33,4.762,9.488277,78.547997
736259.6529671,0.202479750034399,3.4588856735,13.1,4.761,9.488293,78.547983
736259.65299025,0.202502900036052,3.4664304214,13.2,4.759,9.488313,78.547973
736259.6530134,0.202526050037704,3.4937722456,13.13,4.76,9.48833,78.547967
736259.65303654,0.202549190027639,3.4731314185,13.3,4.759,9.488345,78.54796
736259.65305969,0.202572340029292,3.5079919261,13.27,4.761,9.48836,78.547948
736259.65308283,0.202595480019227,3.5187187887,13.13,4.768,9.48838,78.547933
736259.65310598,0.202618630020879,3.4918689157,13.1,4.771,9.4884,78.547923
736259.65312912,0.202641770010814,3.4962427641,13.1,4.77,9.48842,78.547913
736259.65315227,0.202664920012467,3.4246549779,13.2,4.772,9.48844,78.547903
736259.65317542,0.202688070014119,3.4613978729,13.03,4.777,9.48846,78.547893
736259.65319856,0.202711210004054,3.4597454628,13.27,4.779,9.48848,78.547883
736259.65322171,0.202734360005707,3.553055584,13.1,4.779,9.4885,78.547873
736259.65324485,0.202757499995641,3.5602779738,13.2,4.78,9.488513,78.54786
736259.653268,0.202780649997294,3.5764865432,13.1,4.789,9.48852,78.54785
736259.65329115,0.202803799998946,3.5684903175,12.9,4.796,9.488533,78.547843
736259.65331429,0.202826939988881,3.572611757,13.1,4.793,9.488543,78.547833
736259.65333744,0.202850089990534,3.5542723085,13.5,4.786,9.488563,78.54782
736259.65336058,0.202873229980469,3.5478924397,13.27,4.783,9.48859,78.547807
736259.65338373,0.202896379982121,3.6016303463,13.27,4.783,9.48861,78.547797
736259.65340687,0.202919519972056,3.5844781117,13.13,4.784,9.488637,78.547787
736259.65343002,0.202942669973709,3.5685489714,13.13,4.787,9.488663,78.547773
736259.65345317,0.202965819975361,3.4830475482,13.1,4.79,9.488687,78.547763
736259.65347631,0.202988959965296,3.3824292893,13,4.793,9.488697,78.547757
736259.65349946,0.203012109966949,3.439074146,13.05,4.794,9.488717,78.547747
736259.6535226,0.203035249956883,3.4387482738,13.03,4.793,9.48874,78.54774
736259.65354575,0.203058399958536,3.4136388224,12.97,4.791,9.48876,78.547733
736259.6535689,0.203081549960189,3.427916336,13.05,4.789,9.48878,78.547723
736259.65359204,0.203104689950123,3.406979189,12.93,4.784,9.4888,78.547713
736259.65361519,0.203127839951776,3.4002979058,13.23,4.778,9.488823,78.547703
736259.65363833,0.203150980058126,3.379021381,13.23,4.78,9.488845,78.5477
736259.65366148,0.203174130059779,3.4237777693,13.03,4.777,9.488868,78.54769
736259.65368462,0.203197270049714,3.4586361939,13.03,4.774,9.4889,78.547673
736259.65370777,0.203220420051366,3.5788040651,13,4.779,9.488915,78.547665
736259.65373092,0.203243570053019,3.5765828015,12.87,4.78,9.48893,78.547655
736259.65375406,0.203266710042953,3.5493562041,13,4.78,9.48895,78.547643
736259.65377721,0.203289860044606,3.604328326,13,4.792,9.48897,78.547637
736259.65380035,0.203313000034541,3.6420243029,13.03,4.802,9.48899,78.547627
736259.6538235,0.203336150036193,3.6792659585,13,4.8,9.489013,78.54762
736259.65384665,0.203359300037846,3.7077956262,12.9,4.801,9.489025,78.547615
736259.65386979,0.203382440027781,3.7653215923,12.83,4.805,9.489038,78.547605
736259.65389294,0.203405590029433,3.760563963,12.65,4.806,9.48906,78.54759
736259.65391608,0.203428730019368,3.730703023,12.68,4.806,9.48908,78.547577
736259.65393923,0.203451880021021,3.6796589842,12.87,4.805,9.489097,78.54757
736259.65396237,0.203475020010956,3.6432457169,12.87,4.805,9.48911,78.54756
736259.65398552,0.203498170012608,3.6888085123,12.9,4.81,9.489137,78.547547
736259.65400867,0.203521320014261,3.6721944991,12.63,4.816,9.489163,78.547537
736259.65403181,0.203544460004196,3.6419065045,12.73,4.818,9.48919,78.547527
736259.65405496,0.203567610005848,3.6088289501,12.95,4.819,9.489205,78.54752
736259.6540781,0.203590749995783,3.5303717271,12.95,4.819,9.489223,78.54751
736259.65410125,0.203613899997436,3.502833226,12.88,4.821,9.489248,78.547495
736259.6541244,0.203637049999088,3.4893411026,12.93,4.822,9.48927,78.547483
736259.65414754,0.203660189989023,3.4920653896,12.87,4.822,9.489285,78.547475
736259.65417069,0.203683339990675,3.5193796206,12.7,4.822,9.4893,78.547468
736259.65419383,0.20370647998061,3.5142173322,12.67,4.822,9.489327,78.547453
736259.65421698,0.203729629982263,3.509772332,12.67,4.823,9.489347,78.547443
736259.65424012,0.203752769972198,3.5362345738,12.77,4.825,9.489357,78.547433
736259.65426327,0.20377591997385,3.5333233557,12.73,4.824,9.489377,78.547423
736259.65428642,0.203799069975503,3.518688001,12.73,4.822,9.489387,78.54741
736259.65430956,0.203822209965438,3.5683491251,12.97,4.822,9.489393,78.547397
736259.65433271,0.20384535996709,3.5414444302,12.7,4.822,9.48941,78.547387
736259.65435585,0.203868499957025,3.5289008369,12.73,4.822,9.489423,78.547377
736259.654379,0.203891649958678,3.487605714,12.87,4.82,9.48944,78.547367
736259.65440215,0.20391479996033,3.5247833527,12.7,4.819,9.48947,78.547353
736259.65442529,0.203937939950265,3.5587375307,12.65,4.82,9.489497,78.547343
736259.65444844,0.203961089951918,3.5403917501,12.67,4.82,9.48951,78.547333
736259.65447158,0.203984230058268,3.4817913072,12.7,4.82,9.48953,78.547323
736259.65449473,0.20400738005992,3.4890713117,12.53,4.82,9.489547,78.547313
736259.65451787,0.204030520049855,3.5030436016,12.83,4.821,9.489555,78.547305
736259.65454102,0.204053670051508,3.4860244356,12.9,4.82,9.48957,78.547298
736259.65456417,0.20407682005316,3.5375694187,12.9,4.823,9.48959,78.547287
736259.65458731,0.204099960043095,3.5918888465,12.63,4.826,9.4896,78.547275
736259.65461046,0.204123110044748,3.6838467042,12.37,4.824,9.489608,78.547265
736259.6546336,0.204146250034682,3.5885784242,12.5,4.826,9.489633,78.547253
736259.65465675,0.204169400036335,3.5481593561,12.57,4.83,9.48966,78.547243
736259.6546799,0.204192550037988,3.5612183458,12.67,4.831,9.489677,78.54723
736259.65470304,0.204215690027922,3.5503698777,12.67,4.832,9.489687,78.547217
736259.65472619,0.204238840029575,3.562495628,12.5,4.834,9.48969,78.547207
736259.65474933,0.20426198001951,3.5950930509,12.53,4.835,9.489693,78.547193
736259.65477248,0.204285130021162,3.6216583615,12.67,4.835,9.489717,78.54718
736259.65479562,0.204308270011097,3.5712731594,12.53,4.835,9.489737,78.547167
736259.65481877,0.20433142001275,3.4906553734,12.73,4.835,9.48974,78.54716
736259.65484192,0.204354570014402,3.3875458517,12.6,4.836,9.48975,78.54715
736259.65486506,0.204377710004337,3.3828572564,12.9,4.836,9.48977,78.547137
736259.65488821,0.20440086000599,3.338096797,12.7,4.836,9.489785,78.54713
736259.65491135,0.204423999995925,3.3300661631,12.53,4.838,9.489805,78.54712
736259.6549345,0.204447149997577,3.3790157891,12.73,4.839,9.48983,78.547107
736259.65495765,0.20447029999923,3.3421783872,12.73,4.841,9.48984,78.5471
736259.65498079,0.204493439989164,3.3863447432,12.75,4.843,9.489855,78.54709
736259.65500394,0.204516589990817,3.3457030488,12.58,4.843,9.489877,78.547073
736259.65502708,0.204539729980752,3.2988496069,12.3,4.843,9.489885,78.547065
736259.65505023,0.204562879982404,3.3050492959,12.3,4.843,9.489895,78.547055
736259.65507337,0.204586019972339,3.3824488286,12.6,4.843,9.489907,78.54704
736259.65509652,0.204609169973992,3.4064951472,12.3,4.844,9.48992,78.54703
736259.65511967,0.204632319975644,3.4942394353,12.43,4.844,9.48993,78.547023
736259.65514281,0.204655459965579,3.4555373694,12.47,4.844,9.48994,78.547013
736259.65516596,0.204678609967232,3.3837625014,12.4,4.844,9.489957,78.547003
736259.6551891,0.204701749957167,3.361809184,12.5,4.844,9.48997,78.546993
736259.65521225,0.204724899958819,3.2405902312,12.3,4.844,9.48999,78.546983
736259.6552354,0.204748049960472,3.2255373218,12.4,4.844,9.49,78.546973
736259.65525854,0.204771189950407,3.2949169989,12.4,4.844,9.490007,78.54696
736259.65528169,0.204794339952059,3.2748388568,12.5,4.845,9.49002,78.546947
736259.65530483,0.204817480058409,3.2651473943,12.2,4.845,9.49004,78.546937
736259.65532798,0.204840630060062,3.2738666434,12.25,4.845,9.49005,78.54693
736259.65535112,0.204863770049997,3.1864480291,12.33,4.845,9.490065,78.546915
736259.65537427,0.204886920051649,3.2262913258,12.55,4.846,9.490083,78.546897
736259.65539742,0.204910070053302,3.2904759886,12.48,4.845,9.490095,78.54689
736259.65542056,0.204933210043237,3.3554719085,12.3,4.843,9.490115,78.546875
736259.65544371,0.204956360044889,3.4367738361,12.15,4.844,9.490133,78.546857
736259.65546685,0.204979500034824,3.4995677567,12.35,4.845,9.490145,78.54685
736259.65549,0.205002650036477,3.4120646771,12.4,4.844,9.490165,78.546838
736259.65551315,0.205025800038129,3.4372186163,12.33,4.844,9.490183,78.546823
736259.65553629,0.205048940028064,3.4239268803,12.37,4.844,9.4902,78.546813
736259.65555944,0.205072090029716,3.4546183724,12.37,4.844,9.490227,78.5468
736259.65558258,0.205095230019651,3.4908993762,12.6,4.843,9.49025,78.546787
736259.65560573,0.205118380021304,3.4534106918,12.47,4.843,9.49027,78.546773
736259.65562887,0.205141520011239,3.4350253762,12.4,4.843,9.49029,78.546763
736259.65565202,0.205164670012891,3.3947624026,12.27,4.843,9.49031,78.54675
736259.65567517,0.205187820014544,3.336257189,12.23,4.842,9.490327,78.546733
736259.65569831,0.205210960004479,3.2777519754,12.1,4.842,9.490335,78.546725
736259.65572146,0.205234110006131,3.334510176,12.1,4.842,9.49036,78.546713
736259.6557446,0.205257249996066,3.301983954,12.2,4.842,9.49039,78.546693
736259.65576775,0.205280399997719,3.2488086196,12.2,4.844,9.490405,78.546685
736259.6557909,0.205303549999371,3.2450642989,12.2,4.846,9.490425,78.54667
736259.65581404,0.205326689989306,3.2418162943,12.27,4.846,9.490457,78.54665
736259.65583719,0.205349839990959,3.316914754,12.2,4.847,9.49047,78.54664
736259.65586033,0.205372979980893,3.2526457108,12.2,4.85,9.490494,78.546628
736259.65588348,0.205396129982546,3.229245457,12.15,4.855,9.490523,78.54661
736259.65590662,0.205419269972481,3.1991293848,12.27,4.86,9.490543,78.546597
736259.65592977,0.205442419974133,3.1690133126,12.2,4.861,9.49057,78.546583
736259.65595292,0.205465569975786,3.280356182,12.2,4.86,9.490593,78.54657
736259.65597606,0.205488709965721,3.3111034997,12.2,4.864,9.490623,78.546557
736259.65599921,0.205511859967373,3.3489865275,12.23,4.866,9.49065,78.546547
736259.65602235,0.205534999957308,3.2809698175,12.23,4.867,9.490677,78.546537
736259.6560455,0.205558149958961,3.2819943638,12.07,4.866,9.4907,78.546523
736259.65606865,0.205581299960613,3.2940136649,12.03,4.866,9.490727,78.54651
736259.65609179,0.205604439950548,3.3797592625,12.2,4.868,9.490757,78.546497
736259.65611494,0.205627589952201,3.3700089057,12.27,4.869,9.490773,78.546487
736259.65613808,0.205650730058551,3.3700256026,12.43,4.869,9.490785,78.546475
736259.65616123,0.205673880060203,3.3700422995,12.2,4.869,9.4908,78.546458
736259.65618437,0.205697020050138,3.2478214861,12.15,4.868,9.490827,78.546443
736259.65620752,0.205720170051791,3.2828179052,12.05,4.868,9.490857,78.54643
736259.65623067,0.205743320053443,3.2588647883,12.17,4.869,9.49089,78.546413
736259.65625381,0.205766460043378,3.3259762203,12.17,4.871,9.49091,78.5464
736259.65627696,0.205789610045031,3.3064185385,12.15,4.874,9.490925,78.54639
736259.6563001,0.205812750034966,3.1920093391,12.15,4.878,9.49094,78.54638
736259.65632325,0.205835900036618,3.1646897418,12.07,4.881,9.490963,78.546363
736259.6563464,0.205859050038271,3.2285619793,11.85,4.883,9.490987,78.54635
736259.65636954,0.205882190028206,3.2787832057,12,4.883,9.49101,78.546333
736259.65639269,0.205905340029858,3.3503382777,12.1,4.885,9.491023,78.546323
736259.65641583,0.205928480019793,3.372397953,12,4.885,9.49104,78.546313
736259.65643898,0.205951630021445,3.3266613087,11.93,4.883,9.491067,78.5463
736259.65646212,0.20597477001138,3.3712105056,11.97,4.882,9.49109,78.546287
736259.65648527,0.205997920013033,3.3636250681,11.87,4.881,9.491113,78.546277
736259.65650842,0.206021070014685,3.3558537339,12.17,4.874,9.49114,78.54627
736259.65653156,0.20604421000462,3.3982101884,11.87,4.868,9.491173,78.54626
736259.65655471,0.206067360006273,3.4052859647,11.93,4.867,9.4912,78.546243
736259.65657785,0.206090499996208,3.3760889113,12.17,4.868,9.49122,78.546235
736259.656601,0.20611364999786,3.4153320577,11.9,4.867,9.49125,78.546225
736259.65662415,0.206136799999513,3.3746329541,12,4.866,9.49128,78.546213
736259.65664729,0.206159939989448,3.3977165054,11.9,4.867,9.4913,78.5462
736259.65667044,0.2061830899911,3.4222900984,11.95,4.871,9.49132,78.546187
736259.65669358,0.206206229981035,3.4228603677,12.2,4.872,9.491333,78.546177
736259.65671673,0.206229379982688,3.4151921036,12.2,4.872,9.491345,78.546165
736259.65673987,0.206252519972622,3.4423725976,12.03,4.871,9.49136,78.546153
736259.65676302,0.206275669974275,3.4801408415,12.1,4.867,9.49138,78.54614
736259.65678617,0.206298819975927,3.488296633,12.1,4.868,9.4914,78.54613
