Datenumtime,Plottedtime,DRB_sensor[ppm],EB_sensor[ppm],Temperature[C],Longitude[decimalDeg],Latitude[decimalDeg]
736259.73666244,0.28617509000469,14.091318599,9.9,4.316,9.47769,78.55515
736259.73668558,0.286198229994625,13.987541303,10.03,4.313,9.477668,78.55516
736259.73670873,0.286221379996277,14.009852209,10.07,4.312,9.477637,78.555177
736259.73673187,0.286244519986212,13.961421017,10.13,4.312,9.47761,78.55519
736259.73675502,0.286267669987865,13.900267249,10,4.312,9.477583,78.555203
736259.73677817,0.286290819989517,13.914044593,9.9,4.313,9.47756,78.555215
736259.73680131,0.286313959979452,13.827906721,9.9,4.314,9.477525,78.555228
736259.73682446,0.286337109981105,13.890717301,10.13,4.314,9.477483,78.555243
736259.7368476,0.28636024997104,13.8649555,10.1,4.314,9.47745,78.55526
736259.73687075,0.286383399972692,13.838743779,10.1,4.314,9.47742,78.555277
736259.7368939,0.286406549974345,13.912991087,10.03,4.315,9.47741,78.55529
736259.73691704,0.28642968996428,13.98024612,9.88,4.315,9.4774,78.555303
736259.73694019,0.286452839965932,13.897011086,9.9,4.314,9.477383,78.55532
736259.73696333,0.286475979955867,13.916714757,10,4.314,9.477373,78.555337
736259.73698648,0.286499129957519,13.960432424,10.13,4.316,9.47736,78.55535
736259.73700962,0.286522269947454,14.045840528,10,4.316,9.477343,78.555363
736259.73703277,0.286545419949107,14.16155788,10.23,4.314,9.47734,78.555377
736259.73705592,0.286568569950759,14.285633978,10.3,4.313,9.477333,78.555397
736259.73707906,0.28659171005711,14.526010084,10.1,4.313,9.477315,78.555415
736259.73710221,0.286614860058762,14.680106222,10.1,4.313,9.477295,78.555435
736259.73712535,0.286638000048697,14.812118343,10.13,4.312,9.477287,78.555443
736259.7371485,0.28666115005035,14.979402328,10.13,4.313,9.47727,78.555457
736259.73717165,0.286684300052002,15.254938581,9.9,4.314,9.477263,78.55547
736259.73719479,0.286707440041937,15.546979999,9.9,4.314,9.477287,78.555483
736259.73721794,0.286730590043589,15.867996439,10.03,4.314,9.47728,78.55549
736259.73724108,0.286753730033524,16.133483047,10.1,4.315,9.477265,78.555505
736259.73726423,0.286776880035177,16.372485389,9.97,4.315,9.47728,78.555523
736259.73728737,0.286800020025112,16.649338673,9.83,4.314,9.477283,78.55554
736259.73731052,0.286823170026764,16.858807179,9.83,4.315,9.477253,78.55556
736259.73733367,0.286846320028417,17.090409604,9.95,4.316,9.47721,78.555577
736259.73735681,0.286869460018352,17.091664529,10.15,4.315,9.47718,78.555587
736259.73737996,0.286892610020004,17.052878392,10.17,4.315,9.47717,78.5556
736259.7374031,0.286915750009939,16.864094362,10.23,4.315,9.47716,78.555613
736259.73742625,0.286938900011592,16.54432032,10.07,4.315,9.47714,78.55563
736259.7374494,0.286962050013244,16.162984581,10.13,4.314,9.47711,78.555647
736259.73747254,0.286985190003179,15.750185979,10.03,4.314,9.47708,78.55566
736259.73749569,0.287008340004832,15.359575284,10.17,4.314,9.47707,78.555673
736259.73751883,0.287031479994766,14.819707264,10.07,4.315,9.47707,78.55568
736259.73754198,0.287054629996419,14.413070048,9.9,4.315,9.477055,78.555695
736259.73756512,0.287077769986354,13.890594531,9.9,4.315,9.477033,78.555717
736259.73758827,0.287100919988006,13.549068399,10.1,4.315,9.47702,78.55573
736259.73761142,0.287124069989659,13.265281717,10.1,4.314,9.477005,78.555745
736259.73763456,0.287147209979594,13.085041815,10.03,4.314,9.476985,78.555758
736259.73765771,0.287170359981246,12.905295004,10.07,4.315,9.476967,78.55578
736259.73768085,0.287193499971181,12.812656467,9.97,4.316,9.476953,78.555793
736259.737704,0.287216649972834,12.70790969,10.03,4.316,9.476947,78.555807
736259.73772715,0.287239799974486,12.620609814,10.35,4.316,9.476933,78.55582
736259.73775029,0.287262939964421,12.737098943,10.5,4.315,9.476923,78.555837
736259.73777344,0.287286089966074,12.702503813,10.23,4.316,9.476917,78.555847
736259.73779658,0.287309229956008,12.849424761,9.93,4.318,9.47691,78.55586
736259.73781973,0.287332379957661,12.946080523,9.9,4.319,9.4769,78.55588
736259.73784287,0.287355519947596,13.022391078,10.23,4.32,9.47688,78.555893
736259.73786602,0.287378669949248,13.132751782,10.1,4.32,9.47686,78.55591
736259.73788917,0.287401819950901,13.30309948,10.07,4.319,9.47684,78.555927
736259.73791231,0.287424960057251,13.482877734,10.07,4.32,9.476813,78.555937
736259.73793546,0.287448110058904,13.552651888,9.97,4.32,9.476797,78.55595
736259.7379586,0.287471250048839,13.586543663,10.1,4.319,9.476787,78.55597
736259.73798175,0.287494400050491,13.619639729,10.03,4.319,9.47677,78.555983
736259.7380049,0.287517550052144,13.905267199,10.1,4.319,9.47674,78.555993
736259.73802804,0.287540690042078,14.17684886,9.87,4.319,9.47671,78.55601
736259.73805119,0.287563840043731,14.485682728,9.87,4.318,9.476697,78.556023
736259.73807433,0.287586980033666,14.510047145,9.7,4.317,9.47668,78.55604
736259.73809748,0.287610130035318,14.579858085,10,4.316,9.47666,78.556055
736259.73812062,0.287633270025253,14.665498196,10,4.316,9.476625,78.556068
736259.73814377,0.287656420026906,14.688027924,10.2,4.315,9.476587,78.556083
736259.73816692,0.287679570028558,14.768356478,10.1,4.316,9.47656,78.5561
736259.73819006,0.287702710018493,14.904425593,10.1,4.317,9.47654,78.55612
736259.73821321,0.287725860020146,14.980545075,10.1,4.317,9.476525,78.55613
736259.73823635,0.287749000010081,14.94986155,10.13,4.319,9.47651,78.556145
736259.7382595,0.287772150011733,14.733031595,10.17,4.319,9.476477,78.556163
736259.73828265,0.287795300013386,14.592932105,10.07,4.319,9.47645,78.55618
736259.73830579,0.287818440003321,14.598605914,10.07,4.321,9.476427,78.5562
736259.73832894,0.287841590004973,14.527819334,10.17,4.325,9.476397,78.556213
736259.73835208,0.287864729994908,14.545165083,10,4.324,9.476375,78.556225
736259.73837523,0.287887879996561,14.633854906,10.2,4.322,9.476345,78.556243
736259.73839837,0.287911019986495,14.810431737,10.07,4.32,9.476307,78.55626
736259.73842152,0.287934169988148,14.930197921,10.07,4.317,9.47628,78.556275
736259.73844467,0.2879573199898,15.032631775,10.17,4.315,9.476253,78.556293
736259.73846781,0.287980459979735,14.992934211,10.07,4.315,9.476217,78.55631
736259.73849096,0.288003609981388,15.187032185,10,4.315,9.47619,78.556327
736259.7385141,0.288026749971323,15.207090324,10.03,4.316,9.476163,78.556337
736259.73853725,0.288049899972975,15.400186618,10.13,4.315,9.476137,78.55635
736259.7385604,0.288073049974628,15.575230085,10.13,4.316,9.47611,78.556365
736259.73858354,0.288096189964563,15.697469458,10.07,4.318,9.476075,78.55638
736259.73860669,0.288119339966215,15.819957686,10.07,4.321,9.47604,78.5564
736259.73862983,0.28814247995615,15.783484945,10.3,4.322,9.475997,78.556417
736259.73865298,0.288165629957803,15.801923817,10.23,4.319,9.475967,78.556427
736259.73867612,0.288188769947737,15.790679652,10,4.317,9.475933,78.55644
736259.73869927,0.28821191994939,15.867974909,10.2,4.317,9.475903,78.55646
736259.73872242,0.288235069951043,15.823555912,10.2,4.318,9.47588,78.556477
736259.73874556,0.288258210057393,15.918330243,10.17,4.318,9.475857,78.55649
736259.73876871,0.288281360059045,15.992471138,10.13,4.318,9.475833,78.556507
736259.73879185,0.28830450004898,16.274964974,10.27,4.319,9.475807,78.55652
736259.738815,0.288327650050633,16.68359767,10.27,4.318,9.47578,78.55654
736259.73883815,0.288350800052285,17.122148629,10.4,4.317,9.47576,78.556553
736259.73886129,0.28837394004222,17.849558208,10.1,4.317,9.475733,78.556567
736259.73888444,0.288397090043873,18.583496738,10.23,4.318,9.475703,78.55658
736259.73890758,0.288420230033807,19.487196433,10.37,4.32,9.475685,78.55659
736259.73893073,0.28844338003546,20.483687607,10.23,4.322,9.47566,78.556603
736259.73895387,0.288466520025395,21.608864388,10.17,4.323,9.475643,78.55662
736259.73897702,0.288489670027047,22.66570746,10.27,4.324,9.475617,78.556637
736259.73900017,0.2885128200287,23.690605679,10.33,4.326,9.475583,78.55665
736259.73902331,0.288535960018635,24.497424933,10.2,4.328,9.475565,78.55666
736259.73904646,0.288559110020287,24.879907362,10.17,4.33,9.47555,78.55667
736259.7390696,0.288582250010222,25.022899852,10.2,4.328,9.475537,78.55669
736259.73909275,0.288605400011875,24.846855941,10.27,4.328,9.475527,78.556703
736259.7391159,0.288628550013527,24.577969697,10.1,4.332,9.47551,78.556713
736259.73913904,0.288651690003462,24.154700375,10.2,4.335,9.47549,78.556723
736259.73916219,0.288674840005115,23.427574464,10.23,4.336,9.47547,78.556737
736259.73918533,0.28869797999505,22.595972491,10.33,4.337,9.47545,78.556747
736259.73920848,0.288721129996702,21.717246787,10.47,4.336,9.475427,78.556757
736259.73923162,0.288744269986637,20.797744053,10.47,4.335,9.475407,78.55677
736259.73925477,0.288767419988289,19.947125608,10.33,4.332,9.47539,78.556783
736259.73927792,0.288790569989942,19.337441969,10.37,4.329,9.47537,78.556793
736259.73930106,0.288813709979877,18.944375259,10.33,4.326,9.47535,78.55681
736259.73932421,0.288836859981529,18.816341292,10.27,4.324,9.47533,78.556823
736259.73934735,0.288859999971464,18.614959849,10.27,4.326,9.47531,78.556833
736259.7393705,0.288883149973117,18.45091536,10.43,4.327,9.47529,78.556847
736259.73939365,0.288906299974769,18.46870573,10.2,4.328,9.47527,78.55686
736259.73941679,0.288929439964704,18.536351701,10.3,4.329,9.47525,78.556877
736259.73943994,0.288952589966357,18.752725672,10.4,4.329,9.47523,78.556887
736259.73946308,0.288975729956292,19.034177839,10.27,4.329,9.475217,78.5569
736259.73948623,0.288998879957944,19.263121039,10.43,4.327,9.47521,78.556915
736259.73950937,0.289022019947879,19.546121371,10.43,4.326,9.47519,78.556934
736259.73953252,0.289045169949532,19.633462624,10.33,4.329,9.475165,78.556955
736259.73955567,0.289068319951184,19.539259421,10.57,4.328,9.475153,78.556963
736259.73957881,0.289091460057534,19.622543509,10.57,4.326,9.475147,78.556973
736259.73960196,0.289114610059187,19.53984352,10.47,4.327,9.47512,78.55699
736259.7396251,0.289137750049122,19.397612033,10.4,4.331,9.47509,78.557007
736259.73964825,0.289160900050774,19.323029394,10.13,4.333,9.47507,78.557017
736259.7396714,0.289184050052427,19.131348641,10.27,4.335,9.475055,78.557025
736259.73969454,0.289207190042362,18.978555369,10.4,4.339,9.475035,78.557043
736259.73971769,0.289230340044014,18.806773134,10.4,4.34,9.475007,78.55706
736259.73974083,0.289253480033949,18.549646306,10.57,4.341,9.474993,78.557073
736259.73976398,0.289276630035602,18.496042508,10.57,4.339,9.474973,78.55709
736259.73978712,0.289299770025536,18.54573405,10.37,4.336,9.47496,78.5571
736259.73981027,0.289322920027189,18.570753648,10.37,4.335,9.474953,78.55711
736259.73983342,0.289346070028841,18.569814535,10.53,4.336,9.47494,78.557123
736259.73985656,0.289369210018776,18.582423667,10.37,4.338,9.474927,78.55714
736259.73987971,0.289392360020429,18.527383951,10.33,4.334,9.47491,78.557153
736259.73990285,0.289415500010364,18.468255294,10.47,4.325,9.474887,78.55717
736259.739926,0.289438650012016,18.405558978,10.47,4.321,9.474857,78.557183
736259.73994915,0.289461800013669,18.460023238,10.5,4.321,9.474825,78.557198
736259.73997229,0.289484940003604,18.645618909,10.5,4.326,9.474805,78.55721
736259.73999544,0.289508090005256,18.784700399,10.53,4.322,9.474787,78.55722
736259.74001858,0.289531229995191,18.832017438,10.43,4.316,9.474757,78.557237
736259.74004173,0.289554379996844,18.89690945,10.4,4.318,9.474743,78.557247
736259.74006487,0.289577519986778,19.097512787,10.23,4.32,9.474733,78.55726
736259.74008802,0.289600669988431,19.284567879,10.17,4.32,9.474713,78.557277
736259.74011117,0.289623819990084,19.414204874,10.23,4.319,9.4747,78.557287
736259.74013431,0.289646959980018,19.532992083,10.3,4.321,9.47468,78.557295
736259.74015746,0.289670109981671,19.608504643,10.53,4.323,9.474653,78.55731
736259.7401806,0.289693249971606,19.657360569,10.53,4.324,9.474623,78.557328
736259.74020375,0.289716399973258,19.513259624,10.2,4.323,9.474587,78.55735
736259.7402269,0.289739549974911,19.400202086,10.27,4.323,9.474563,78.557367
736259.74025004,0.289762689964846,19.459541871,10.5,4.323,9.47456,78.557377
736259.74027319,0.289785839966498,19.433530207,10.63,4.321,9.47456,78.557385
736259.74029633,0.289808979956433,19.338900755,10.5,4.319,9.474537,78.5574
736259.74031948,0.289832129958086,19.153221505,10.6,4.315,9.4745,78.55742
736259.74034262,0.289855269948021,19.095055535,10.5,4.313,9.47448,78.557433
736259.74036577,0.289878419949673,19.080810595,10.43,4.315,9.474465,78.557445
736259.74038892,0.289901569951326,19.04074273,10.73,4.316,9.474446,78.557458
736259.74041206,0.289924710057676,18.961628651,10.7,4.316,9.47443,78.55747
736259.74043521,0.289947860059328,18.976796495,10.6,4.317,9.474413,78.557473
736259.74045835,0.289971000049263,18.962000039,10.7,4.314,9.474368,78.557495
736259.7404815,0.289994150050916,18.977216783,10.53,4.31,9.474327,78.557513
736259.74050465,0.290017300052568,18.974932819,10.53,4.307,9.4743,78.55753
736259.74052779,0.290040440042503,18.986285564,10.6,4.306,9.47428,78.557543
736259.74055094,0.290063590044156,19.035864188,10.53,4.307,9.474257,78.557557
736259.74057408,0.290086730034091,19.015347629,10.47,4.307,9.474223,78.55757
736259.74059723,0.290109880035743,19.053500819,10.6,4.307,9.4742,78.557583
736259.74062037,0.290133020025678,19.116563983,10.57,4.308,9.474173,78.5576
736259.74064352,0.290156170027331,19.001218945,10.8,4.308,9.474147,78.55762
736259.74066667,0.290179320028983,18.95018824,10.8,4.307,9.47412,78.55763
736259.74068981,0.290202460018918,18.845834805,10.6,4.309,9.474085,78.557643
736259.74071296,0.29022561002057,18.638622611,10.4,4.311,9.47405,78.55766
736259.7407361,0.290248750010505,18.474680134,10.7,4.31,9.474027,78.55768
736259.74075925,0.290271900012158,18.320907724,10.5,4.313,9.473978,78.557698
736259.7407824,0.29029505001381,18.235984386,10.5,4.317,9.47395,78.55771
736259.74080554,0.290318190003745,18.102406013,10.43,4.32,9.473928,78.557723
736259.74082869,0.290341340005398,17.96326277,10.5,4.318,9.47389,78.557745
736259.74085183,0.290364479995333,17.809453021,10.6,4.317,9.473865,78.557765
736259.74087498,0.290387629996985,17.726022833,10.5,4.314,9.473847,78.557773
736259.74089812,0.29041076998692,17.548193964,10.53,4.312,9.47381,78.557783
736259.74092127,0.290433919988573,17.393854265,10.53,4.312,9.473777,78.5578
736259.74094442,0.290457069990225,17.255474025,10.53,4.31,9.47376,78.557817
736259.74096756,0.29048020998016,17.230076271,10.5,4.307,9.473733,78.55783
736259.74099071,0.290503359981813,17.108975706,10.63,4.306,9.473697,78.557847
736259.74101385,0.290526499971747,17.06197293,10.5,4.306,9.473663,78.55786
736259.741037,0.2905496499734,17.211850165,10.6,4.306,9.473637,78.557873
736259.74106015,0.290572799975052,17.517590714,10.57,4.306,9.4736,78.55789
736259.74108329,0.290595939964987,17.878252339,10.63,4.306,9.473563,78.557903
736259.74110644,0.29061908996664,18.310390056,10.63,4.306,9.473537,78.557913
736259.74112958,0.290642229956575,18.743043256,10.63,4.306,9.473507,78.557923
736259.74115273,0.290665379958227,19.126839692,10.5,4.306,9.47348,78.557937
736259.74117587,0.290688519948162,19.531426853,10.57,4.307,9.47346,78.557945
736259.74119902,0.290711669949815,19.763280039,10.5,4.306,9.473424,78.557964
736259.74122217,0.290734819951467,20.1511509,10.67,4.305,9.4734,78.55798
736259.74124531,0.290757960057817,20.435513746,10.63,4.305,9.473387,78.557987
736259.74126846,0.29078111005947,20.630326738,10.6,4.305,9.473343,78.558
736259.7412916,0.290804250049405,20.704965604,10.83,4.305,9.47332,78.558015
736259.74131475,0.290827400051057,20.765162691,10.87,4.306,9.473315,78.55802
736259.7413379,0.29085055005271,20.851356536,10.77,4.306,9.4733,78.55803
736259.74136104,0.290873690042645,21.012345878,10.7,4.305,9.473283,78.558045
736259.74138419,0.290896840044297,21.169582395,10.67,4.305,9.473265,78.558055
736259.74140733,0.290919980034232,21.187388623,10.67,4.306,9.473228,78.558073
736259.74143048,0.290943130035885,21.136201078,10.83,4.307,9.47319,78.558087
736259.74145362,0.29096627002582,21.051351993,10.73,4.307,9.473163,78.5581
736259.74147677,0.290989420027472,20.924216155,10.63,4.307,9.473133,78.558117
736259.74149992,0.291012570029125,20.682192102,10.5,4.307,9.473113,78.558127
736259.74152306,0.291035710019059,20.353167493,10.83,4.307,9.473097,78.558137
736259.74154621,0.291058860020712,20.020459506,10.73,4.306,9.47307,78.55815
736259.74156935,0.291082000010647,19.62233027,10.67,4.306,9.473053,78.55816
736259.7415925,0.291105150012299,19.233251587,10.7,4.306,9.473035,78.558165
736259.74161565,0.291128300013952,18.794323162,10.7,4.306,9.473003,78.55818
736259.74163879,0.291151440003887,18.429069158,10.7,4.306,9.472958,78.558198
736259.74166194,0.291174590005539,18.177891902,10.63,4.306,9.47292,78.55821
736259.74168508,0.291197729995474,18.353341385,10.77,4.307,9.472893,78.55822
736259.74170823,0.291220879997127,18.58490385,10.8,4.307,9.472875,78.55823
736259.74173137,0.291244019987062,19.049409057,10.8,4.306,9.472848,78.558245
736259.74175452,0.291267169988714,19.367562738,10.73,4.306,9.47281,78.558263
736259.74177767,0.291290319990367,19.6489205,10.83,4.307,9.47277,78.55828
736259.74180081,0.291313459980302,19.881541718,10.87,4.308,9.472745,78.558295
736259.74182396,0.291336609981954,20.183878891,10.83,4.308,9.472713,78.558308
736259.7418471,0.291359749971889,20.403801095,10.9,4.308,9.472685,78.55832
736259.74187025,0.291382899973541,20.759658932,10.9,4.308,9.472667,78.55833
736259.7418934,0.291406049975194,21.119009365,10.97,4.307,9.47263,78.558345
736259.74191654,0.291429189965129,21.019073482,10.8,4.307,9.4726,78.558357
736259.74193969,0.291452339966781,20.78279135,10.8,4.307,9.472567,78.55837
736259.74196283,0.291475479956716,20.400157409,10.77,4.307,9.47254,78.558385
736259.74198598,0.291498629958369,20.163874994,10.8,4.307,9.472503,78.5584
736259.74200912,0.291521769948304,19.891371281,10.83,4.307,9.47247,78.558417
736259.74203227,0.291544919949956,19.736207863,10.87,4.307,9.47245,78.55843
736259.74205542,0.291568069951609,19.477817227,10.9,4.306,9.472423,78.558443
736259.74207856,0.291591210057959,19.387264213,10.9,4.307,9.472398,78.558458
736259.74210171,0.291614360059611,19.206733025,10.5,4.307,9.472385,78.558475
736259.74212485,0.291637500049546,19.044324635,10.67,4.306,9.47237,78.558487
736259.742148,0.291660650051199,18.951628019,10.67,4.306,9.47235,78.558493
736259.74217115,0.291683800052851,19.339757898,10.83,4.306,9.472323,78.558503
736259.74219429,0.291706940042786,19.554495894,10.97,4.305,9.472297,78.55852
736259.74221744,0.291730090044439,20.090636382,10.87,4.305,9.472267,78.558537
736259.74224058,0.291753230034374,20.662998168,10.87,4.306,9.472233,78.55855
736259.74226373,0.291776380036026,21.180862746,10.67,4.306,9.472203,78.55857
736259.74228687,0.291799520025961,21.726857153,10.83,4.305,9.472173,78.558583
736259.74231002,0.291822670027614,22.267047905,10.97,4.305,9.47215,78.5586
736259.74233317,0.291845820029266,22.6478494,10.97,4.305,9.472135,78.558615
736259.74235631,0.291868960019201,23.043169296,11,4.306,9.472125,78.558635
736259.74237946,0.291892110020854,23.554033911,10.9,4.305,9.47211,78.558655
736259.7424026,0.291915250010788,23.679905075,10.77,4.304,9.472068,78.558675
736259.74242575,0.291938400012441,24.023061074,10.73,4.304,9.472035,78.558695
736259.7424489,0.291961550014094,24.106228267,10.83,4.304,9.472,78.558715
736259.74247204,0.291984690004028,24.229643321,10.87,4.304,9.47195,78.558733
736259.74249519,0.292007840005681,24.429491225,10.83,4.304,9.471927,78.558747
736259.74251833,0.292030979995616,24.696238296,10.87,4.305,9.47191,78.558755
736259.74254148,0.292054129997268,24.866054137,10.83,4.305,9.471883,78.558765
736259.74256462,0.292077269987203,25.07998071,10.8,4.306,9.471847,78.55878
736259.74258777,0.292100419988856,25.317530373,10.9,4.306,9.471813,78.558793
736259.74261092,0.292123569990508,25.377996884,11,4.306,9.4718,78.558805
736259.74263406,0.292146709980443,25.275591918,11.1,4.306,9.47178,78.558818
736259.74265721,0.292169859982096,25.002955695,11,4.305,9.471753,78.558833
736259.74268035,0.292192999972031,24.612279535,10.87,4.304,9.471727,78.558847
736259.7427035,0.292216149973683,24.052996546,10.83,4.304,9.471697,78.55886
736259.74272665,0.292239299975336,23.458187826,11.03,4.304,9.471677,78.558877
736259.74274979,0.29226243996527,22.652622814,11.13,4.306,9.471675,78.55888
736259.74277294,0.292285589966923,22.10044359,10.97,4.31,9.471653,78.558893
736259.74279608,0.292308729956858,21.525186502,11.03,4.312,9.47162,78.558903
736259.74281923,0.29233187995851,20.850096954,11.07,4.312,9.471603,78.558917
736259.74284237,0.292355019948445,20.164512832,11.1,4.312,9.47159,78.55893
736259.74286552,0.292378169950098,19.697639418,11.1,4.313,9.471573,78.558943
736259.74288867,0.29240131995175,19.342237556,10.7,4.313,9.471563,78.558957
736259.74291181,0.292424460058101,19.031346708,10.93,4.312,9.471547,78.55897
736259.74293496,0.292447610059753,18.880174082,11,4.312,9.471517,78.558987
736259.7429581,0.292470750049688,18.686499604,10.97,4.312,9.47149,78.559
736259.74298125,0.29249390005134,18.605196655,11.23,4.312,9.47148,78.559015
736259.7430044,0.292517050052993,18.326694635,11.1,4.313,9.47148,78.559025
736259.74302754,0.292540190042928,18.160323274,11.17,4.313,9.47147,78.55904
736259.74305069,0.29256334004458,18.078030426,11.13,4.313,9.471447,78.559053
736259.74307383,0.292586480034515,18.288028638,11.07,4.313,9.47142,78.55907
736259.74309698,0.292609630036168,18.482259668,11.13,4.313,9.471405,78.55908
736259.74312012,0.292632770026103,18.433259672,11.07,4.312,9.471375,78.559095
736259.74314327,0.292655920027755,18.286352132,10.87,4.312,9.47134,78.559113
736259.74316642,0.292679070029408,18.232315961,11.13,4.313,9.47132,78.559127
736259.74318956,0.292702210019343,18.159612166,11.13,4.314,9.471305,78.559135
736259.74321271,0.292725360020995,18.144987666,11,4.314,9.47129,78.55915
736259.74323585,0.29274850001093,18.111028062,11.2,4.313,9.47128,78.559167
736259.743259,0.292771650012583,18.106567005,11.03,4.312,9.47127,78.55918
736259.74328215,0.292794800014235,18.018168129,11.07,4.312,9.47125,78.559195
736259.74330529,0.29281794000417,17.7095112,10.9,4.312,9.471225,78.559205
736259.74332844,0.292841090005822,17.481102565,11.1,4.312,9.4712,78.55922
736259.74335158,0.292864229995757,17.567154491,11.03,4.313,9.471177,78.55924
736259.74337473,0.29288737999741,17.747337049,11,4.312,9.471147,78.559253
736259.74339787,0.292910519987345,17.879274141,11,4.311,9.47113,78.559263
736259.74342102,0.292933669988997,18.010884533,10.93,4.312,9.471123,78.55928
736259.74344417,0.29295681999065,18.035264763,11.03,4.314,9.471103,78.559293
736259.74346731,0.292979959980585,18.172299294,11.17,4.316,9.47109,78.559303
736259.74349046,0.293003109982237,18.169718219,11.07,4.317,9.47107,78.55932
736259.7435136,0.293026249972172,18.21675199,11.07,4.317,9.47105,78.559333
736259.74353675,0.293049399973825,18.300923242,11.17,4.316,9.47103,78.559347
736259.7435599,0.293072549975477,18.419430414,11.1,4.316,9.47101,78.55936
736259.74358304,0.293095689965412,18.502458733,11.27,4.315,9.470993,78.559377
736259.74360619,0.293118839967065,18.493309294,11.27,4.316,9.47097,78.559385
736259.74362933,0.293141979956999,18.355488142,11.3,4.316,9.470953,78.559397
736259.74365248,0.293165129958652,18.363507272,11.23,4.316,9.470935,78.559415
736259.74367562,0.293188269948587,18.310987231,11.1,4.317,9.47091,78.559433
736259.74369877,0.293211419950239,18.263631747,11.1,4.316,9.470887,78.55945
736259.74372192,0.293234569951892,18.306661593,11.17,4.316,9.470863,78.559463
736259.74374506,0.293257710058242,18.469835769,11.1,4.314,9.470855,78.55947
736259.74376821,0.293280860059895,18.394319909,11.13,4.311,9.470838,78.559485
736259.74379135,0.293304000049829,18.247342152,10.97,4.31,9.470807,78.559507
736259.7438145,0.293327150051482,18.019112448,10.97,4.308,9.470785,78.559515
736259.74383765,0.293350300053135,17.865677426,11.13,4.308,9.470765,78.559528
736259.74386079,0.293373440043069,17.822398287,11.1,4.308,9.470733,78.55955
736259.74388394,0.293396590044722,17.751607084,10.97,4.308,9.4707,78.559567
736259.74390708,0.293419730034657,17.770206789,11.13,4.308,9.47067,78.559577
736259.74393023,0.293442880036309,17.689281775,10.97,4.308,9.47065,78.55959
736259.74395337,0.293466020026244,17.617776444,11.03,4.308,9.470637,78.559607
736259.74397652,0.293489170027897,17.317025464,11.13,4.308,9.47062,78.559617
736259.74399967,0.293512320029549,17.216143388,10.97,4.307,9.470597,78.55963
736259.74402281,0.293535460019484,17.072138995,10.9,4.307,9.470575,78.559645
736259.74404596,0.293558610021137,16.96739011,11.03,4.307,9.470558,78.559655
736259.7440691,0.293581750011072,16.926710761,11,4.309,9.470537,78.55967
736259.74409225,0.293604900012724,16.828562085,11,4.31,9.47052,78.55969
736259.7441154,0.293628050014377,16.719003006,11,4.309,9.4705,78.559703
736259.74413854,0.293651190004312,16.674382846,11.13,4.31,9.470485,78.55971
736259.74416169,0.293674340005964,16.780463094,11.23,4.308,9.470465,78.559725
736259.74418483,0.293697479995899,16.831847526,11.23,4.308,9.470447,78.559747
736259.74420798,0.293720629997551,17.025538332,11.2,4.308,9.470435,78.559755
736259.74423112,0.293743769987486,17.124063374,11.17,4.309,9.470427,78.55977
736259.74425427,0.293766919989139,17.277491801,11.13,4.31,9.4704,78.559788
736259.74427742,0.293790069990791,17.450691177,11.27,4.309,9.470363,78.55981
736259.74430056,0.293813209980726,17.563347275,11.03,4.31,9.47035,78.559823
736259.74432371,0.293836359982379,17.636567644,10.9,4.31,9.47035,78.559833
736259.74434685,0.293859499972314,17.593718003,11.03,4.312,9.470337,78.559847
736259.74437,0.293882649973966,17.630071583,10.97,4.318,9.470313,78.55986
736259.74439315,0.293905799975619,17.422150388,11,4.322,9.470303,78.559873
736259.74441629,0.293928939965554,17.28562531,11.03,4.322,9.470297,78.559887
736259.74443944,0.293952089967206,17.051021442,11.07,4.322,9.47029,78.559895
736259.74446258,0.293975229957141,16.925522537,11.07,4.321,9.470285,78.55991
736259.74448573,0.293998379958794,16.909334339,11.13,4.319,9.47027,78.559927
736259.74450887,0.294021519948728,16.707280611,11.2,4.317,9.470245,78.559945
736259.74453202,0.294044669950381,16.545775957,11.3,4.318,9.47023,78.55996
736259.74455517,0.294067819952033,16.489333556,10.97,4.32,9.470223,78.559967
736259.74457831,0.294090960058384,16.499833767,11.13,4.317,9.47021,78.55998
736259.74460146,0.294114110060036,16.319358753,11.23,4.311,9.47019,78.559997
736259.7446246,0.294137250049971,16.330920706,11.13,4.31,9.470175,78.560005
736259.74464775,0.294160400051624,16.328556252,11.27,4.311,9.470173,78.560018
736259.7446709,0.294183550053276,16.41160971,11.37,4.312,9.47018,78.560027
736259.74469404,0.294206690043211,16.48240762,11.27,4.312,9.470175,78.560035
736259.74471719,0.294229840044864,16.39347514,11.23,4.31,9.47017,78.560047
736259.74474033,0.294252980034798,16.410085937,10.93,4.308,9.47017,78.56006
736259.74476348,0.294276130036451,16.426718081,11.2,4.31,9.47017,78.560075
736259.74478662,0.294299270026386,16.419066214,11.2,4.312,9.470163,78.560088
736259.74480977,0.294322420028038,16.366353369,11.3,4.311,9.47015,78.560103
736259.74483292,0.294345570029691,16.37373271,11.37,4.308,9.470145,78.560115
736259.74485606,0.294368710019626,16.349814726,11.43,4.307,9.470133,78.560128
736259.74487921,0.294391860021278,16.186911126,11.3,4.307,9.47012,78.560143
736259.74490235,0.294415000011213,16.056212587,11.37,4.307,9.470113,78.560153
736259.7449255,0.294438150012866,15.874134424,11.43,4.307,9.470097,78.56017
